Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Label
-0.14415693724315415,-0.16273341063115193,-0.005840551628968028,0.015966959626334015,0.11498161743357119,0.03953244564509833,0.021157355487081104,-0.13372068122603076,-0.0538857410989712,-0.029628352818126223,0.11870524142883039,0.01729498770748085,0
0.10943953476413937,0.20258813142745333,0.1363325198988059,0.14397146048764384,0.004550239299581677,-0.06543474029701642,-0.14886853046727663,-0.05499488702611713,0.1855265760695755,0.07169134812262039,0.015386993440246452,-0.15752781125091928,3
0.1623264875177279,0.06604297819963509,-0.06363485167301962,0.10083383841139999,-0.16074686261406246,0.17869550548090074,-0.0996357607680659,0.07920433977169344,0.06125642005655712,0.04568020486557779,-0.010977170423460289,0.1181621089923153,3
0.1405675876458655,0.0705656164626525,-0.002316556410256549,0.12721258119477513,0.04513188768896,-0.05018113656928457,0.054258616566204114,-0.1449839347020194,-0.1791114293272309,-0.09953917493953979,-0.0386411329243901,-0.006344347521323672,0
-0.0890486214472703,0.279924184679793,0.001118317292841889,-0.03556944119213302,0.06904258054245302,0.052435144785261144,-0.06064723451789922,0.06086603348699441,-0.04158943185909025,-0.1629166929308692,-0.1112027908977916,-0.011860230457894333,2
-0.20463848455886563,-0.08746540220538726,-0.05784108300822513,-0.07683285977046217,-0.056156386521598406,-0.07015017373706857,-0.1138828656103786,-0.08189350476450624,0.04236728124018909,0.04814763633121588,-0.13473624040576332,-0.005462770140250149,1
0.027433005809130575,0.08447718281751482,-0.07720928982327595,-0.11588742958092263,0.1711119969857147,-0.06271118745165578,0.09376715335704826,-0.12730979938280784,0.020422565691894237,0.08934237377110482,0.25097951919309547,0.0731182429100072,3
0.14946444974958809,0.030868124455089865,-0.08881591977619734,0.053164223121203606,-0.17076916851295149,0.03580448637676868,-0.11328543384626173,0.03729401589073209,0.006312469968645811,0.007754598710003117,0.15310831067915354,-0.014223141947393037,0
-0.020916863719570453,0.19299748672343264,0.0023734494997651352,0.10411893233613463,0.08259018636989696,0.04158304116108587,0.1597251739262722,0.04188135516266989,0.007680689326562394,0.07592739885933855,0.09891489424872682,0.03752646450598908,3
-0.06347129472479304,-0.08302442832064251,-0.055976470747857957,-0.02896404584358251,0.06444502476908759,-0.11459542785986221,-0.13065246950161855,0.07558244361188848,-0.12700961572113506,0.10885085502321364,-0.029414160398319095,-0.0042184402243002975,3
0.12028147726892142,-0.011177682953561913,0.008136794157057765,-0.046593240177985926,-0.16281115446573827,0.12043258493593315,-0.21206507325443164,-0.1027727870235728,0.04961727614351664,-0.06837083909730383,0.040691242108129716,-0.017212496071154514,1
-0.0759540255192774,0.0028247858828178724,-0.09096615756803542,0.04893460548377553,0.09633750301459704,-0.16850696829863226,0.08095881774120954,0.04994639203474638,0.09235316573351214,0.017969006011273797,0.005499507906144946,0.005534888795331639,2
